Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_Label,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Marital_Status_Married,Marital_Status_Single,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Churn_Label
-0.1654055800960332,3,0.3846208780498676,5,1,3,0.3401899164694039,0.3087008343265792,0.3451163329759801,1.335,0.0352731723600756,0.248062015503876,1.625,0.061,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.3335703834525308,5,1.0107148200563958,6,1,2,0.2061116704002999,0.3432657926102503,0.2140932402283197,1.541,0.0434516523867809,0.1782945736434108,3.714,0.105,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.5830583652268129,3,0.0089645128459507,4,1,0,0.0598499895700124,0.0,0.0989482224089473,2.594,0.0766106598419939,0.0775193798449612,2.333,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.7891255345317383,3,-1.8693173131736336,5,1,0,0.0990909283293578,0.0,0.1365572393011329,2.175,0.0170245910759986,0.1395348837209302,2.5,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.2901495709831742,2,0.0089645128459507,3,1,2,0.0777472436112547,0.4954310687326182,0.0799698664271434,1.376,0.0321575609213308,0.1085271317829457,0.846,0.311,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.1633575071931614,3,0.0089645128459507,5,2,0,0.6322598004093393,1.0,0.5746240547040246,3.355,0.0467341715811728,0.1085271317829457,1.182,0.113,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.2088263925653898,2,0.0089645128459507,6,3,3,0.3088999537452725,0.66626936829559,0.2890505027091241,1.524,0.0517970401691331,0.1705426356589147,0.882,0.144,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.206778319662518,1,0.0089645128459507,3,6,0,0.3117719793093232,0.0,0.340393474922493,3.397,0.0572493601869366,0.0542635658914728,3.25,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.331522310549659,2,1.5115899736616183,5,2,2,0.0301623147921409,0.2701628923321414,0.0507924550169501,1.19,0.0589740736619561,0.1472868217054263,0.611,0.279,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.2088263925653898,4,0.0089645128459507,6,2,3,0.8745680624710909,0.9384187524831148,0.8113464491640832,1.708,0.0645933014354067,0.1317829457364341,0.929,0.078,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.8304982740982232,1,2.5133402808720637,2,2,3,0.0530478237604186,1.0,0.0194998985889375,1.831,0.0459552687214865,0.1550387596899224,1.143,0.788,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0840824016782488,1,0.7602772432537845,5,2,0,0.5907514730467959,0.7151370679380215,0.5556167241329354,0.906,0.0371647935907421,0.1317829457364341,0.929,0.086,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1.955242264985364,0,1.636808762062924,2,3,3,0.0,0.0,0.041587228001043,1.047,0.0101257371759207,0.0465116279069767,0.6,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
